text,popularity,risk,meaning1,meaning2,meaning3,meaning4,meaning5,pinyin,readings
わから,5738,,,
別,5724,,separate,,betsu/waka-reru
理由,5715,,,
情報,5702,,,
とても,5698,,,
つけ,5687,,,
一人,5678,,,
殺さ,5667,,,
ずっと,5656,,,
分かる,5626,,,
外,5611,,outside,,gai/ge/soto/hoka/hazu-su/hazu-reru
人生,5586,,,
以上,5569,,,
危険,5525,,,
会っ,5462,,,
数,5444,,number,,suu/kazu/kazo-eru
安全,5408,,,
捜査,5403,,,
行こう,5389,,,
覚え,5372,,,
すれ,5349,,,
部屋,5337,,,
船,5336,,boat,,sen/fune
いく,5315,,,
最初,5297,,,
出来る,5295,,,
起き,5274,,,
忘れ,5269,,,
ジョン,5206,,,
止め,5202,,,
まあ,5194,,,
下さい,5188,,,
こう,5167,,,
二,5160,,two,,ni/futa/futa-tsu
逃げ,5114,,,
約束,5105,,,
結婚,5082,,,
連絡,5071,,,
女性,5063,,,
なに,5063,,,
新しい,5019,,,
出す,5019,,,
方法,4992,,,
顔,4992,,face,,gan/kao
やり,4946,,,
わけ,4941,,,
友達,4925,,,
無理,4867,,,
わかる,4846,,,
父さん,4817,,,
事件,4807,,,
最高,4800,,,
あいつ,4774,,,
まま,4767,,,
貴方,4765,,,
下,4764,,below,,ka/ge/shita/shimo/moto/sa-geru/sa-garu/kuda-ru/kuda-su/kuda-saru/o-rosu/o-riru
仲間,4751,,,
引き,4749,,,
先,4728,,previous,,sen/saki
見え,4703,,,
計画,4685,,,
頼む,4682,,,
可能,4678,,,
バカ,4664,,,
殺人,4652,,,
待て,4646,,,
どういう,4625,,,
あと,4619,,,
とき,4614,,,
夜,4599,,night,,ya/yo/yoru
ドル,4577,,,
せい,4575,,,
いけ,4557,,,
来い,4539,,,
見せ,4526,,,
確認,4518,,,
こちら,4512,,,
明日,4492,,,
ほど,4484,,,
機,4474,,machine,,ki/hata
取っ,4445,,,
友人,4431,,,
性,4422,,gender,,sei/shou
とも,4411,,,
どうぞ,4408,,,
回,4404,,times,,kai/mawa-ru/mawa-su
全員,4396,,,
ほら,4387,,,
不,4354,,non-,,fu/bu
嘘,4352,,,
こいつ,4336,,,
死,4336,,death,,shi/shi-nu
オレ,4332,,,
くらい,4317,,,
二人,4316,,,
知り,4306,,,
え,4287,,,
王,4285,,king,,ou
会い,4278,,,
理解,4266,,,
一度,4226,,,
かしら,4224,,,
確か,4220,,,
言え,4194,,,
よかっ,4185,,,
やら,4181,,,
命,4180,,fate,,mei/myou/inochi
見る,4174,,,
見える,4166,,,
たり,4104,,,
あぁ,4073,,,
終わり,4051,,,
夢,4047,,dream,,mu/yume
たかっ,4015,,,
聞き,3991,,,
帰っ,3966,,,
やつ,3954,,,
攻撃,3952,,,
質問,3921,,,
ちゃん,3914,,,
とっ,3894,,,
話す,3893,,,
先生,3882,,,
大,3881,,large,,dai/tai/oo/oo-kii/oo-ini
感謝,3879,,,
食べ,3869,,,
思わ,3866,,,
クソ,3859,,,
戻る,3854,,,
道,3832,,road,,dou/michi
今夜,3824,,,
言葉,3823,,,
つまり,3820,,,
名,3813,,name,,mei/myou/na
国,3808,,country,,koku/kuni
やめろ,3778,,,
本,3773,,book,,hon/moto
やれ,3772,,,
妻,3768,,wife,,sai/tsuma
どの,3745,,,
ござい,3727,,,
用,3726,,use,,you/mochi-iru
第,3725,,"""ordinal",,"number prefix"" dai"
居る,3722,,,
野郎,3720,,,
多く,3716,,,
ドア,3711,,,
街,3708,,street,,gai/machi
歳,3704,,year-end,,sai
素晴らしい,3682,,,
おまえ,3681,,,
失礼,3642,,,
しまっ,3639,,,
だめ,3628,,,
博士,3624,,,
うち,3617,,,
良く,3610,,,
犯人,3599,,,
もん,3599,,,
すごい,3554,,,
いっ,3552,,,
絶対,3551,,,
了解,3548,,,
調べ,3544,,,
使っ,3542,,,
得,3534,,acquire,,toku/e-ru/u-ru
なし,3532,,,
説明,3529,,,
どれ,3507,,,
母さん,3502,,,
すま,3502,,,
写真,3501,,,
終わっ,3501,,,
敵,3497,,enemy,,teki/kataki
きっと,3486,,,
始め,3473,,,
父親,3413,,,
良かっ,3403,,,
あ,3392,,,
番,3386,,"""one's",,"turn"" ban"
作っ,3386,,,
重要,3362,,,
状況,3355,,,
室,3346,,room,,shitsu/muro
ちゃ,3344,,,
着い,3342,,,
チーム,3328,,,
水,3321,,water,,sui/mizu
やあ,3319,,,
出る,3296,,,
員,3283,,member,,in
間違い,3282,,,
元気,3278,,,
母,3273,,mother,,bo/haha
大統領,3266,,,
たぶん,3263,,,
続け,3233,,,
丶,3226,,,
十分,3225,,,
一番,3217,,,
命令,3180,,,
血,3178,,blood,,ketsu/chi
声,3169,,voice,,sei/koe
追い,3167,,,
呼ん,3166,,,
証拠,3165,,,
自由,3159,,,
相手,3155,,,
一体,3149,,,
ほう,3134,,,
人々,3133,,,
答え,3130,,,
戦争,3124,,,
込ん,3114,,,
す,3111,,,
秘密,3109,,,
報告,3107,,,
簡単,3096,,,
音,3085,,sound,,on/in/oto/ne
週間,3073,,,
体,3069,,body,,tai/tei/karada
与え,3065,,,
残念,3052,,,
件,3046,,affair,,ken
軍,3035,,army,,gun
なんか,3033,,,
士,3031,,gentleman,,shi
自身,3029,,,
逮捕,3021,,,
寝,3019,,"""lie",,"down"" shin/ne-ru/ne-kasu"
いえ,3018,,,
武器,3007,,,
真実,2984,,,
すみ,2981,,,
ヤツ,2971,,,
ねぇ,2963,,,
昔,2951,,"""long",,"ago"" seki/mukashi"
口,2949,,mouth,,kou/ku/kuchi
すぎ,2927,,,
会社,2914,,,
アメリカ,2911,,,
ちゃっ,2896,,,
月,2894,,moon,,getsu/gatsu/tsuki
警官,2875,,,
初めて,2872,,,
等,2867,,class,,tou/hito-shii
など,2860,,,
あそこ,2859,,,
犬,2857,,dog,,ken/inu
学校,2854,,,
見ろ,2836,,,
大変,2830,,,
離れ,2818,,,
ばかり,2805,,,
元,2798,,origin,,gen/gan/moto
守る,2795,,,
聞こえ,2794,,,
見つける,2781,,,
地球,2774,,,
ジャック,2773,,,
犯罪,2768,,,
うまく,2749,,,
伝え,2744,,,
てろ,2738,,,
みろ,2737,,,
破壊,2734,,,
置い,2731,,,
変,2724,,change,,hen/ka-waru/ka-eru
上げ,2715,,,
存在,2697,,,
乗っ,2692,,,
大きな,2686,,,
こんにちは,2666,,,
間違っ,2664,,,
冗談,2664,,,
母親,2650,,,
帰る,2644,,,
こそ,2643,,,
失っ,2642,,,
愛,2641,,love,,ai
め,2637,,,
聞く,2634,,,
気持ち,2627,,,
我,2617,,ego,,ga/ware/wa
店,2614,,shop,,ten/mise
出せ,2612,,,
責任,2610,,,
座っ,2606,,,
入る,2604,,,
持ち,2603,,,
立ち,2600,,,
ながら,2596,,,
監視,2596,,,
記録,2595,,,
共,2594,,together,,kyou/tomo
実,2590,,truth,,jitsu/mi/mino-ru
消え,2588,,,
分かり,2586,,,
多分,2572,,,
知る,2567,,,
役,2564,,service,,yaku/eki
まず,2558,,,
さえ,2552,,,
開け,2551,,,
行動,2549,,,
違い,2532,,,
向かっ,2529,,,
書い,2524,,,
刑事,2523,,,
会,2519,,association,,kai/e/a-u
兄弟,2514,,,
正しい,2497,,,
病院,2497,,,
生活,2495,,,
合っ,2486,,,
普通,2484,,,
協力,2474,,,
気分,2471,,,
頃,2469,,times,,koro
何処,2462,,,
送っ,2443,,,
実際,2440,,,
飛行,2423,,,
過ぎ,2418,,,
こ,2416,,,
残っ,2416,,,
着,2410,,wear,,chaku/ki-ru/ki-seru/tsu-ku/tsu-keru
戦い,2400,,,
研究,2398,,,
すぎる,2391,,,
罪,2387,,guilt,,zai/tsumi
チャンス,2378,,,
大事,2374,,,
嫌,2372,,dislike,,ken/kira-u/iya
薬,2371,,medicine,,yaku/kusuri
唯一,2361,,,
夫,2358,,husband,,fu/otto
今度,2358,,,
ゲーム,2357,,,
そいつ,2355,,,
会え,2353,,,
返し,2353,,,
結果,2352,,,
発見,2351,,,
隠し,2348,,,
番号,2344,,,
後ろ,2343,,,
場合,2340,,,
解決,2338,,,
状態,2335,,,
長,2334,,long,,chou/naga-i
語,2329,,language,,go/kata-ru/kata-rau
幸せ,2328,,,
運転,2321,,,
カメラ,2319,,,
ほしい,2316,,,
以外,2315,,,
変わっ,2314,,,
働い,2308,,,
静か,2307,,,
壁,2301,,wall,,heki/kabe
あまり,2300,,,
目的,2300,,,
調査,2300,,,
携帯,2294,,,
起こっ,2291,,,
足,2291,,foot,,soku/ashi/ta-riru/ta-ru/ta-su
ひどい,2291,,,
らしい,2290,,,
さて,2287,,,
わかり,2286,,,
かなり,2283,,,
邪魔,2279,,,
しまう,2278,,,
会う,2274,,,
付け,2273,,,
興味,2272,,,
なれ,2269,,,
ヶ月,2260,,,
限り,2260,,,
失敗,2258,,,
あら,2258,,,
急い,2253,,,
くそ,2249,,,
マジ,2246,,,
サム,2244,,,
移動,2236,,,
なあ,2235,,,
用意,2230,,,
長い,2227,,,
近く,2225,,,
装置,2224,,,
朝,2221,,morning,,chou/asa
やろう,2220,,,
被害,2214,,,
特別,2212,,,
ぁ,2208,,,
聞か,2208,,,
何故,2208,,,
信用,2204,,,
宇宙,2202,,,
ちゃんと,2196,,,
ま,2196,,,
政府,2194,,,
みる,2193,,,
ボス,2190,,,
互い,2186,,,
刑務,2183,,,
悪く,2183,,,
場,2175,,place,,jou/ba
捨て,2173,,,
よる,2167,,,
客,2167,,guest,,kyaku/kaku
不明,2155,,,
女の子,2149,,,
選択,2144,,,
動く,2140,,,
医者,2140,,,
よっ,2136,,,
信頼,2129,,,
嫌い,2127,,,
使う,2120,,,
おく,2120,,,
マイク,2119,,,
取引,2119,,,
弁護,2113,,,
システム,2107,,,
あんな,2107,,,
非常,2102,,,
買っ,2097,,,
姿,2094,,figure,,shi/sugata
連中,2092,,,
もしもし,2091,,,
昨日,2087,,,
たくさん,2086,,,
無,2085,,nothing,,mu/bu/na-i
ウソ,2083,,,
変え,2081,,,
記憶,2078,,,
えっ,2074,,,
最も,2068,,,
素敵,2068,,,
陛下,2066,,,
爆弾,2056,,,
部,2054,,part,,bu
とこ,2053,,,
過去,2051,,,
出さ,2048,,,
必ず,2044,,,
弟,2039,,"""younger",,"brother"" tei/otouto"
入れる,2037,,,
ぼく,2036,,,
馬鹿,2028,,,
ぬ,2027,,,
犠牲,2024,,,
完全,2023,,,
全く,2023,,,
決め,2018,,,
待ち,2017,,,
まさか,2017,,,
もらう,2014,,,
三,2007,,three,,san/mi/mi-tsu/mi'-tsu
死体,2007,,,
決して,2005,,,
まるで,2003,,,
似,2002,,becoming,,ji/ni-ru
望ん,2002,,,
おはよう,1999,,,
ジェーン,1994,,,
あげ,1993,,,
未来,1992,,,
最近,1991,,,
町,1991,,town,,chou/machi
服,1988,,clothes,,fuku
精神,1988,,,
価値,1981,,,
想像,1971,,,
着け,1969,,,
現場,1967,,,
無事,1966,,,
映画,1966,,,
とにかく,1965,,,
生,1963,,life,,sei/shou/i-kiru/i-kasu/i-keru/u-mareru/u-mu/o-u/ha-eru/ha-yasu/ki/nama
妹,1960,,"""younger",,"sister"" mai/imouto"
書,1960,,write,,sho/ka-ku
飲ん,1959,,,
残り,1956,,,
怖い,1955,,,
黙っ,1950,,,
隊,1947,,group,,tai
事故,1945,,,
考える,1942,,,
警備,1941,,,
船長,1939,,,
鍵,1936,,key,,ken/kagi
注意,1930,,,
入り,1928,,,
秒,1927,,"""second",,"(part of time)"" byou"
色,1926,,color,,shoku/shiki/iro
撃っ,1925,,,
身,1917,,body,,shin/mi
任務,1916,,,
嬉しい,1914,,,
とおり,1911,,,
以前,1907,,,
生まれ,1907,,,
化,1907,,change,,ka/ke/ba-keru/ba-kasu
帰り,1906,,,
ホント,1905,,,
本物,1895,,,
キミ,1895,,,
海,1893,,sea,,kai/umi
無駄,1881,,,
聞こえる,1881,,,
経験,1879,,,
させ,1875,,,
いか,1873,,,
取る,1871,,,
疲れ,1865,,,
ショー,1862,,,
証明,1860,,,
読ん,1857,,,
風,1856,,wind,,fuu/kaze
聞け,1853,,,
住ん,1853,,,
捕まえ,1853,,,
許可,1852,,,
サラ,1851,,,
恐れ,1850,,,
作戦,1848,,,
裁判,1848,,,
あげる,1846,,,
ちゃう,1846,,,
今回,1845,,,
年間,1845,,,
正直,1840,,,
もらっ,1839,,,
両親,1838,,,
望み,1836,,,
呼び,1834,,,
たろ,1832,,,
大学,1824,,,
内,1822,,inside,,nai/uchi
成功,1817,,,
急げ,1814,,,
腕,1809,,arm,,wan/ude
すごく,1808,,,
最悪,1808,,,
渡し,1799,,,
さぁ,1795,,,
どっち,1786,,,
州,1786,,state,,shuu/su
向こう,1782,,,
人物,1782,,,
傷,1781,,wound,,shou/kizu/ita-mu/ita-meru
撃つ,1781,,,
完璧,1781,,,
銀行,1780,,,
永遠,1780,,,
現実,1780,,,
止める,1775,,,
首,1773,,neck,,shu/kubi
っ,1767,,,
ちょうど,1767,,,
全,1766,,whole,,zen/matta-ku/sube-te
本気,1761,,,
呼ば,1761,,,
小さな,1760,,,
予定,1756,,,
撃た,1755,,,
立っ,1755,,,
氏,1753,,"""family",,"name"" shi/uji"
地,1752,,ground,,chi/ji
日本,1751,,,
馬,1749,,horse,,ba/uma
魔法,1749,,,
話せ,1747,,,
切り,1747,,,
わし,1746,,,
盗ん,1744,,,
死に,1742,,,
美咲,1741,,,
ｱﾙﾏﾝ,1738,,,
病気,1736,,,
付き,1729,,,
島,1720,,island,,tou/shima
ようこそ,1717,,,
強い,1717,,,
信じる,1716,,,
リスト,1716,,,
美しい,1715,,,
少年,1715,,,
我が,1714,,,
求め,1714,,,
悪魔,1711,,,
ホテル,1710,,,
あー,1709,,,
無かっ,1707,,,
レッド,1706,,,
爆発,1704,,,
結構,1702,,,
容疑,1698,,,
動物,1696,,,
科学,1693,,,
品,1693,,article,,hin/shina
法,1691,,method,,hou
期待,1689,,,
治療,1686,,,
メール,1684,,,
古い,1682,,,
追跡,1681,,,
殺せ,1680,,,
時代,1680,,,
かかっ,1679,,,
感じる,1678,,,
呼ぶ,1671,,,
てん,1669,,,
訳,1668,,translate,,yaku/wake
式,1666,,style,,shiki
勇気,1664,,,
保護,1664,,,
込む,1660,,,
続ける,1658,,,
しっかり,1657,,,
合う,1652,,,
かかる,1650,,,
階,1649,,"""floor",,"of a building"" kai"
点,1648,,point,,ten
借り,1648,,,
閉じ,1647,,,
無し,1647,,,
守っ,1645,,,
全然,1644,,,
技術,1641,,,
ピーター,1641,,,
ビル,1639,,,
ほとんど,1638,,,
訓練,1638,,,
ひと,1636,,,
戦う,1633,,,
兵士,1630,,,
主,1629,,master,,shu/nushi/omo
飛び,1628,,,
ぐらい,1628,,,
事実,1625,,,
思え,1618,,,
逃げる,1616,,,
作る,1615,,,
レンジャー,1607,,,
持つ,1606,,,
調子,1602,,,
助ける,1601,,,
そっち,1595,,,
組織,1594,,,
女王,1592,,,
貸し,1592,,,
さっき,1588,,,
戻れ,1586,,,
申し訳,1584,,,
ゆっくり,1583,,,
そりゃ,1582,,,
兄,1580,,"""older",,"brother"" kei/ani"
光,1578,,ray,,kou/hika-ru/hikari
乗り,1577,,,
残し,1575,,,
許し,1575,,,
ニュース,1574,,,
利用,1573,,,
毎日,1572,,,
コーヒー,1572,,,
希望,1572,,,
ミス,1569,,,
面白い,1567,,,
パーティー,1565,,,
火,1565,,fire,,ka/hi
つく,1564,,,
立て,1562,,,
当然,1560,,,
主人,1560,,,
線,1558,,line,,sen
代わり,1555,,,
個人,1552,,,
ベッド,1552,,,
抜け,1545,,,
奥さん,1544,,,
館,1543,,"""public",,"building"" kan/yakata"
任せ,1542,,,
ハイ,1541,,,
山,1540,,mountain,,san/yama
フランク,1539,,,
脳,1538,,brain,,nou
楽し,1537,,,
ジョー,1533,,,
まったく,1530,,,
ニック,1527,,,
いら,1527,,,
救っ,1521,,,
酒,1521,,"""alcoholic",,"drink"" shu/sake"
見つかっ,1521,,,
手伝っ,1517,,,
黙れ,1517,,,
難しい,1515,,,
せろ,1514,,,
カード,1513,,,
せよ,1513,,,
空,1511,,sky,,kuu/sora/a-ku/a-keru/kara
隠れ,1509,,,
犯,1508,,crime,,han/oka-su
どちら,1506,,,
こい,1502,,,
追っ,1501,,,
ニューヨーク,1497,,,
おめでとう,1495,,,
上手く,1495,,,
侵入,1494,,,
将軍,1494,,,
少なく,1494,,,
知れ,1493,,,
押し,1491,,,
高い,1489,,,
狂っ,1487,,,
地獄,1487,,,
右,1486,,"""right",,"(direction)"" u/yuu/migi"
降り,1485,,,
デート,1482,,,
かける,1482,,,
到着,1478,,,
キス,1478,,,
駄目,1477,,,
号,1476,,number,,gou
緊急,1476,,,
切っ,1475,,,
おかしい,1475,,,
あたし,1473,,,
楽しい,1472,,,
星,1471,,star,,sei/hoshi
患者,1469,,,
込め,1469,,,
木,1468,,tree,,boku/moku/ki
昨夜,1467,,,
森,1467,,forest,,shin/mori
幸運,1466,,,
運命,1465,,,
認め,1465,,,
長く,1462,,,
世話,1460,,,
対し,1459,,,
選ん,1458,,,
警告,1455,,,
頼ん,1452,,,
突き,1451,,,
飲み,1451,,,
痛,1449,,pain,,tsuu/ita-i/ita-mu/ita-meru
たって,1445,,,
メッセージ,1442,,,
傷つけ,1439,,,
食事,1438,,,
る,1438,,,
返す,1437,,,
切れ,1437,,,
今朝,1436,,,
部下,1435,,,
側,1433,,side,,soku/gawa
局,1430,,office,,kyoku
探す,1428,,,
わたし,1428,,,
起こし,1424,,,
開始,1424,,,
真,1421,,true,,shin/ma
ミスター,1420,,,
耳,1419,,ear,,ji/mimi
カ,1418,,,
いま,1418,,,
う,1417,,,
話さ,1416,,,
戻し,1416,,,
左,1414,,"""left",,"(direction)"" sa/hidari"
待つ,1410,,,
平気,1409,,,
支配,1408,,,
丿,1403,,,
じゃん,1403,,,
救う,1402,,,
アレックス,1400,,,
明らか,1399,,,
つける,1396,,,
屋,1392,,roof,,oku/ya
パワー,1391,,,
ヘイ,1388,,,
送り,1387,,,
ジム,1385,,,
ロック,1383,,,
誕生,1383,,,
おれ,1383,,,
トラック,1383,,,
去っ,1382,,,
強く,1382,,,
怒っ,1381,,,
要る,1380,,,
完了,1379,,,
動き,1379,,,
何者,1379,,,
スターク,1378,,,
常,1378,,normal,,jou/tsune/toko
戻す,1377,,,
現在,1376,,,
親父,1375,,,
誘拐,1375,,,
少女,1375,,,
おけ,1372,,,
ベン,1372,,,
残る,1371,,,
部隊,1371,,,
赤ちゃん,1371,,,
窓,1369,,window,,sou/mado
混乱,1366,,,
マシン,1364,,,
大切,1363,,,
剣,1360,,sabre,,ken/tsurugi
心臓,1359,,,
ドイツ,1358,,,
出発,1356,,,
楽しん,1351,,,
地下,1350,,,
ファイル,1349,,,
魂,1347,,soul,,kon/tamashii
特に,1345,,,
骨,1345,,bone,,kotsu/hone
現れ,1341,,,
深い,1341,,,
イヤ,1339,,,
再,1339,,again,,sai/futata-bi
原因,1337,,,
おかげ,1336,,,
別れ,1335,,,
チェック,1335,,,
分っ,1334,,,
学,1333,,study,,gaku/mana-bu
行為,1333,,,
よろしく,1333,,,
捜し,1332,,,
能力,1332,,,
一部,1332,,,
位,1332,,rank,,i/kurai
検査,1331,,,
まぁ,1329,,,
マイケル,1329,,,
感情,1327,,,
北,1325,,north,,hoku/kita
人類,1325,,,
チャーリー,1325,,,
夕食,1323,,,
コード,1323,,,
スパイ,1321,,,
恐怖,1320,,,
みのり,1320,,,
警部,1319,,,
手紙,1319,,,
要求,1318,,,
撃て,1317,,,
半分,1315,,,
テスト,1315,,,
機会,1314,,,
なぁ,1314,,,
怖,1312,,dreadful,,fu/kowa-i
ども,1310,,,
おそらく,1309,,,
施設,1309,,,
音楽,1309,,,
自殺,1307,,,
込ま,1306,,,
指示,1305,,,
司令,1305,,,
おお,1299,,,
歌,1299,,song,,ka/uta/uta-u
終わる,1298,,,
いで,1294,,,
遠く,1293,,,
影響,1293,,,
男性,1292,,,
ましょ,1291,,,
いくら,1291,,,
みよう,1291,,,
位置,1290,,,
いれ,1290,,,
偉大,1289,,,
試し,1288,,,
きれい,1288,,,
脱出,1287,,,
戻り,1287,,,
晩,1286,,nightfall,,ban
歴史,1286,,,
箱,1285,,box,,hako
紹介,1282,,,
てっ,1281,,,
やっと,1281,,,
すい,1277,,,
付い,1275,,,
正確,1275,,,
若い,1274,,,
反応,1272,,,
うーん,1272,,,
与える,1271,,,
遅れ,1271,,,
スーパー,1270,,,
通信,1269,,,
料理,1269,,,
データ,1268,,,
使わ,1267,,,
事態,1267,,,
平和,1266,,,
取れ,1265,,,
得る,1265,,,
遺体,1263,,,
悪かっ,1263,,,
たった,1262,,,
権利,1261,,,
終わら,1259,,,
行方,1259,,,
ブラック,1258,,,
払っ,1258,,,
マーク,1257,,,
戻ら,1256,,,
器,1256,,container,,ki/utsuwa
議員,1256,,,
弾,1255,,bullet,,dan/hi-ku/hazu-mu/tama
迎え,1252,,,
師,1251,,expert,,shi
