text,popularity,meaning1,meaning2
does not,86982086,,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all"""
will be,85649314,"the capability of conscious choice and decision and intention; ""the exercise of their volition we construe as revolt""- George Meredith",a light strong brittle grey toxic bivalent metallic element
not be,84461401,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""",a light strong brittle grey toxic bivalent metallic element
that is,83164330,,
on a,83062897,"in operation or operational; ""left the oven on""; ""the switch is in the on position""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
has been,83019573,,
was the,82642029,,
to do,81747060,,doctor's degree in osteopathy
that he,81072726,,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
there was,81056879,"a location other than here; that place; ""you can take it from there""",
if you,80339245,,
they were,79004449,,
I do,77942924,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",doctor's degree in osteopathy
I have,77606186,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",a person who possesses great material wealth
could not,76678643,,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all"""
through the,76591125,"having finished or arrived at completion; ""certain to make history before he's done""; ""it's a done deed""; ""after the treatment, the patient is through except for follow-up""; ""almost through with his studies""",
the most,76478610,,"used to form the superlative; ""the king cobra is the most dangerous snake"""
as well,75770531,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,"in good health especially after having suffered illness or injury; ""appears to be entirely well""; ""the wound is nearly well""; ""a well man""; ""I think I'm well; at least I feel well"""
about the,75460252,"in rotation or succession; ""turn about is fair play""",
part of,74072904,"assets belonging to or due to or contributed by an individual person or group; ""he wanted his share in cash""",
and then,73537682,,"that time; that moment; ""we will arrive before then""; ""we were friends from then on"""
they are,73037285,,a unit of surface area equal to 100 square meters
number of,71434362,"a concept of quantity involving zero and units; ""every number has a unique position in the sequence""",
to make,70899040,,the act of mixing cards haphazardly
going to,69686230,the act of departing,
to have,69604737,,a person who possesses great material wealth
you can,69321305,,the quantity contained in a can
want to,68341839,"the state of needing something that is absent or unavailable; ""there is a serious lack of insight into the problem""; ""water is the critical deficiency in desert regions""; ""for want of a nail the shoe was lost""",
of her,68294709,,
have to,67999044,a person who possesses great material wealth,
should be,67319065,,a light strong brittle grey toxic bivalent metallic element
a few,67157817,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number; ""a few weeks ago""; ""a few more wagons than usual""; ""an invalid's pleasures are few and far between""; ""few roses were still blooming""; ""few women have led troops in battle"""
over the,67084424,(cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch,
more than,66486791,"English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state",
have a,66377551,a person who possesses great material wealth,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
there are,66314886,"a location other than here; that place; ""you can take it from there""",a unit of surface area equal to 100 square meters
when the,65393832,,
of their,65293384,,
to get,64514666,,a return on a shot that seemed impossible to reach and would normally have resulted in a point for the opponent
in which,64502760,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""",
and he,64137267,,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
she had,64126499,,
the world,63625061,,"all of the living human inhabitants of the earth; ""all the world loves a lover""; ""she always used `humankind' because `mankind' seemed to slight the women"""
by a,62788276,"in reserve; not for immediate use; ""started setting aside money to buy a car""; ""put something by for her old age""; ""has a nest egg tucked away for a rainy day""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
New York,62754489,"having no previous example or precedent or parallel; ""a time of unexampled prosperity""",the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose
I am,62433665,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",a radioactive transuranic metallic element; discovered by bombarding uranium with helium atoms
that it,62177139,,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
you 're,62055792,,
I had,61970947,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
as he,61708507,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
for example,61690815,,"an item of information that is typical of a class or group; ""this patient provides a typical example of the syndrome""; ""there is an example on page 10"""
but the,61025064,"and nothing more; ""I was merely asking""; ""it is simply a matter of time""; ""just a scratch""; ""he was only a child""; ""hopes that last but a moment""",
need to,60875127,"a condition requiring relief; ""she satisfied his need for affection""; ""God has no need of men to accomplish His work""; ""there is a demand for jobs""",
that I,60825051,,"used of a single unit or thing; not two or more; ""`ane' is Scottish"""
if the,60795236,,
be a,59618747,a light strong brittle grey toxic bivalent metallic element,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
of these,59320407,,
and that,59314018,,
to see,59147537,,the seat within a bishop's diocese where his cathedral is located
that 's,58136229,,
the time,57891311,,"an indefinite period (usually marked by specific attributes or activities); ""the time of year for planting""; ""he was a great actor in his time"""
but I,57880249,"and nothing more; ""I was merely asking""; ""it is simply a matter of time""; ""just a scratch""; ""he was only a child""; ""hopes that last but a moment""","used of a single unit or thing; not two or more; ""`ane' is Scottish"""
he said,57376285,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
you are,57261232,,a unit of surface area equal to 100 square meters
able to,57117571,"having a strong healthy body; ""an able seaman""; ""every able-bodied young man served in the army""",
I can,56573188,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",the quantity contained in a can
between the,56090026,"in between; ""two houses with a tree between""",
are not,56016701,a unit of surface area equal to 100 square meters,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all"""
we have,54486963,,a person who possesses great material wealth
of an,53852258,,an associate degree in nursing
to her,53836478,,
that they,53698705,,
during the,53597040,,
well as,53477849,"in good health especially after having suffered illness or injury; ""appears to be entirely well""; ""the wound is nearly well""; ""a well man""; ""I think I'm well; at least I feel well""",a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
would not,53231015,,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all"""
you have,53203599,,a person who possesses great material wealth
at least,52965612,100 at equal 1 kip in Laos,"something that is of no importance; ""it is the least I can do""; ""that is the least of my concerns"""
and in,52697644,,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
not have,52664109,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""",a person who possesses great material wealth
which is,52573819,,
to his,52449134,,
the way,52243572,,"a portion of something divided into shares; ""they split the loot three ways"""
is to,52060741,,
would have,51784870,,a person who possesses great material wealth
and to,51597505,,
based on,51224403,"having a base of operations (often used as a combining form); ""a locally based business""; ""an Atlanta-based company""; ""carrier-based planes""","in operation or operational; ""left the oven on""; ""the switch is in the on position"""
is that,51103724,,
had to,51063311,,
back to,50717648,"a support that you can lean against while sitting; ""the back of the dental chair was adjustable""",
had a,50444674,,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
the two,50433549,,"being one more than one; ""he received two messages"""
the following,50382543,,"immediately following in time or order; ""the following day""; ""next in line""; ""the next president""; ""the next item on the list"""
and it,50069640,,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
that was,49870083,,
of them,49838744,,
must be,49467920,the quality of smelling or tasting old or stale or mouldy,a light strong brittle grey toxic bivalent metallic element
do you,49017735,doctor's degree in osteopathy,
from a,48839941,,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
like a,48808625,"resembling or similar; having the same or some of the same characteristics; often used in combination; ""suits of like design""; ""a limited circle of like minds""; ""members of the cat family have like dispositions""; ""as like as two peas in a pod""; ""doglike devotion""; ""a dreamlike quality""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
but it,48643227,"and nothing more; ""I was merely asking""; ""it is simply a matter of time""; ""just a scratch""; ""he was only a child""; ""hopes that last but a moment""",the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
he 'd,48496929,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
a little,48265266,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","(informal) small and of little importance; ""a fiddling sum of money""; ""a footling gesture""; ""our worries are lilliputian compared with those of countries that are at war""; ""a little (or small) matter""; ""a dispute over niggling details""; ""limited to petty enterprises""; ""piffling efforts""; ""giving a police officer a free meal may be against the law, but it seems to be a picayune infraction"""
when he,47692385,,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
I could,47573097,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
in her,47527489,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""",
and his,47516915,,
used to,47484851,"previously used or owned by another; ""bought a secondhand (or used) car""",
up to,47469218,"open; ""the windows are up""",
at a,47250552,100 at equal 1 kip in Laos,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
use of,46801165,"(economics) the utilization of economic goods to satisfy needs or in manufacturing; ""the consumption of energy has increased steadily""",
according to,46786465,"(followed by `to') as reported or stated by; ""according to historians""",
some of,46602299,"remarkable; ""that was some party""; ""she is some skier""",
in their,46357891,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""",
not know,45665714,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","the fact of being aware of information that is known to few people; ""he is always in the know"""
to take,45601348,,"the income or profit arising from such transactions as the sale of land or other property; ""the average return was about 5%"""
into a,45528788,,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
will not,45096918,"the capability of conscious choice and decision and intention; ""the exercise of their volition we construe as revolt""- George Meredith","negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all"""
he could,44854458,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
United States,44750031,of or relating to two people who are married to each other,
of my,44528594,,
had not,44509221,,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all"""
a new,44431531,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","having no previous example or precedent or parallel; ""a time of unexampled prosperity"""
under the,44058973,"located below or beneath something else; ""nether garments""; ""the under parts of a machine""",
could be,44044896,,a light strong brittle grey toxic bivalent metallic element
we can,43897507,,the quantity contained in a can
the United,43833070,,of or relating to two people who are married to each other
of course,43707993,,"facility consisting of a circumscribed area of land or water laid out for a sport; ""the course had only nine holes""; ""the course was less than a mile"""
to me,43667735,,a state in New England
the end,43562707,,"(football) the person who plays at one end of the line of scrimmage; ""the end managed to hold onto the pass"""
I did,43533352,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
to go,43484567,,"functioning correctly and ready for action; ""all systems are go"""
we are,43482050,,a unit of surface area equal to 100 square meters
due to,43299757,"owed and payable immediately or on demand; ""payment is due""",
the next,43298766,,"immediately following in time or order; ""the following day""; ""next in line""; ""the next president""; ""the next item on the list"""
after the,43156208,"behind or in the rear; ""and Jill came tumbling after""",
when I,42899040,,"used of a single unit or thing; not two or more; ""`ane' is Scottish"""
I 'll,42851888,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
in order,42731369,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""","the act of putting things in a sequential arrangement; ""there were mistakes in the ordering of items on the list"""
that you,42717284,,
of all,42338060,,"completely given to or absorbed by; ""became all attention"""
it would,42048990,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,
such a,42010330,"to so extreme a degree; ""he is such a baby""; ""Such rich people!""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
as if,41718334,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,
end of,41504621,"(football) the person who plays at one end of the line of scrimmage; ""the end managed to hold onto the pass""",
not to,41343458,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""",
on his,41080972,"in operation or operational; ""left the oven on""; ""the switch is in the on position""",
what is,40958701,,
in an,40933836,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""",an associate degree in nursing
that she,40927878,,
the last,40760675,,"occurring at or forming an end or termination; ""his concluding words came as a surprise""; ""the final chapter""; ""the last days of the dinosaurs""; ""terminal leave"""
as an,40668671,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,an associate degree in nursing
within the,40255001,"on the inside; ""inside, the car is a mess""",
in my,40222225,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in""",
all of,40155794,"completely given to or absorbed by; ""became all attention""",
she 'd,39920210,,
a good,39902321,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","resulting favorably; ""it's a good thing that I wasn't there""; ""it is good that you stayed""; ""it is well that no one saw you""; ""all's well that ends well"""
which the,39901425,,
and she,39616201,,
as I,39428086,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,"used of a single unit or thing; not two or more; ""`ane' is Scottish"""
is an,39390679,,an associate degree in nursing
as she,39331061,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,
the door,39320199,,"a swinging or sliding barrier that will close the entrance to a room or building or vehicle; ""he knocked on the door""; ""he slammed the door as he left"""
order to,39183248,"the act of putting things in a sequential arrangement; ""there were mistakes in the ordering of items on the list""",
so that,38820815,the syllable naming the fifth (dominant) note of any musical scale in solmization,
he did,38649779,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
I 've,38335879,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
wanted to,38317110,"characterized by feeling or showing fond affection for; ""a cherished friend""; ""children are precious""; ""a treasured heirloom""; ""so good to feel wanted""",
rather than,38162430,"more readily or willingly; ""clean it well, preferably with warm water""; ""I'd rather be in Philadelphia""; ""I'd sooner die than give up""",
are the,38122705,a unit of surface area equal to 100 square meters,
he would,37963836,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
that we,37926846,,
kind of,37758798,"tolerant and forgiving under provocation; ""our neighbor was very kind about the window our son broke""",
he is,37754622,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
to him,37747303,,
you know,37702439,,"the fact of being aware of information that is known to few people; ""he is always in the know"""
I will,37687757,"used of a single unit or thing; not two or more; ""`ane' is Scottish""","the capability of conscious choice and decision and intention; ""the exercise of their volition we construe as revolt""- George Meredith"
and other,37676543,,"not the same one or ones already mentioned or implied; ""today isn't any other day""- the White Queen; ""the construction of highways and other public works""; ""he asked for other employment""; ""any other person would tell the truth""; ""his other books are still in storage""; ""then we looked at the other house""; ""hearing was good in his other ear""; ""the other sex""; ""she lived on the other side of the street from me""; ""went in the other direction"""
that are,37656973,,a unit of surface area equal to 100 square meters
the right,37606824,,"appropriate for a condition or purpose or occasion or a person's character, needs; ""everything in its proper place""; ""the right man for the job""; ""she is not suitable for the position"""
she said,37601620,,
but he,37344361,"and nothing more; ""I was merely asking""; ""it is simply a matter of time""; ""just a scratch""; ""he was only a child""; ""hopes that last but a moment""",a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
you do,37266501,,doctor's degree in osteopathy
I think,36973075,"used of a single unit or thing; not two or more; ""`ane' is Scottish""","an instance of deliberate thinking; ""I need to give it a good think"""
be the,36925207,a light strong brittle grey toxic bivalent metallic element,
they had,36886500,,
up the,36883477,"open; ""the windows are up""",
with his,36872935,,
where the,36618020,,
or the,36506955,"a room in a hospital equipped for the performance of surgical operations; ""great care is taken to keep the operating rooms aseptic""",
as they,36487323,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,
than the,36457611,,
not a,36378507,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
he 's,36181432,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),
the only,36171292,,"exclusive of anyone or anything else; ""she alone believed him""; ""cannot live by bread alone""; ""I'll have this car and this car only"""
I would,35990343,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
because of,35825501,,
as it,35739659,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
not only,35576835,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","exclusive of anyone or anything else; ""she alone believed him""; ""cannot live by bread alone""; ""I'll have this car and this car only"""
against the,35532751,,
I know,35461748,"used of a single unit or thing; not two or more; ""`ane' is Scottish""","the fact of being aware of information that is known to few people; ""he is always in the know"""
this was,35339287,,
I 'd,35264551,"used of a single unit or thing; not two or more; ""`ane' is Scottish""",
of it,35258314,,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
you will,35236227,,"the capability of conscious choice and decision and intention; ""the exercise of their volition we construe as revolt""- George Meredith"
and they,35048794,,
if he,34873745,,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
of its,34869450,,
the case,34829874,,"a person who is subjected to experimental or other observational procedures; someone who is an object of investigation; ""the subjects for this investigation were selected randomly""; ""the cases that we studied were drawn from two different communities"""
of our,34702293,,
to say,34663731,,"the chance to speak; ""let him have his say"""
him to,34541860,,
there were,34494563,"a location other than here; that place; ""you can take it from there""",
the second,34367230,,"a part or voice or instrument or orchestra section lower in pitch than or subordinate to the first; ""second flute""; ""the second violins"""
trying to,34212907,"hard to endure; ""fell upon trying times""",
me to,34007828,a state in New England,
that a,33752508,,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps"""
she could,33621708,,
the best,33522757,,"(superlative of `good') having the most positive qualities; ""the best film of the year""; ""the best solution""; ""the best time for planting""; ""wore his best suit"""
with her,33438587,,
if I,33398009,,"used of a single unit or thing; not two or more; ""`ane' is Scottish"""
to find,33383921,,the act of discovering something
how to,32732061,,
are you,32637285,a unit of surface area equal to 100 square meters,
Journal of,32388855,a ledger in which transactions have been recorded as they occurred,
not the,32109458,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""",
his own,32091117,,"have ownership or possession of; ""He owns three houses in Florida""; ""How many cars does she have?"""
around the,31973421,"in circumference; ""the trunk is ten feet around""; ""the pond is two miles around""",
the new,31891989,,"having no previous example or precedent or parallel; ""a time of unexampled prosperity"""
way to,31827305,"a portion of something divided into shares; ""they split the loot three ways""",
it to,31731646,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,
who had,31633301,a United Nations agency to coordinate international health activities and to help governments improve health services,
and their,31610547,,
University of,31480950,"establishment where a seat of higher learning is housed, including administrative and living quarters as well as facilities for research and teaching",
across the,31465713,"transversely; ""the marble slabs were cut across""",
the one,31436421,,"being a single entity made by combining separate components; ""three chemicals combining into one solution"""
most of,31423512,"used to form the superlative; ""the king cobra is the most dangerous snake""",
was in,31350032,,"currently fashionable; ""the in thing to do""; ""large shoulder pads are in"""
you to,31245358,,
each other,31200601,"to or from every one of two or more (considered individually); ""they received $10 each""","not the same one or ones already mentioned or implied; ""today isn't any other day""- the White Queen; ""the construction of highways and other public works""; ""he asked for other employment""; ""any other person would tell the truth""; ""his other books are still in storage""; ""then we looked at the other house""; ""hearing was good in his other ear""; ""the other sex""; ""she lived on the other side of the street from me""; ""went in the other direction"""
a man,31099980,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""","an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"""
is no,30811119,,a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known
not want,30789884,"negation of a word or group of words; ""he does not speak French""; ""she is not going""; ""they are not friends""; ""not many""; ""not much""; ""not at all""","the state of needing something that is absent or unavailable; ""there is a serious lack of insight into the problem""; ""water is the critical deficiency in desert regions""; ""for want of a nail the shoe was lost"""
their own,30658822,,"have ownership or possession of; ""He owns three houses in Florida""; ""How many cars does she have?"""
before the,30564338,"earlier in time; previously; ""I had known her before""; ""as I said before""; ""he called me the day before but your call had come even earlier""; ""her parents had died four years earlier""; ""I mentioned that problem earlier""",
those who,30505775,,a United Nations agency to coordinate international health activities and to help governments improve health services
the whole,30484775,,"exhibiting or restored to vigorous good health; ""hale and hearty""; ""whole in mind and body""; ""a whole person again"""
might be,30483451,physical strength,a light strong brittle grey toxic bivalent metallic element
on her,30308624,"in operation or operational; ""left the oven on""; ""the switch is in the on position""",
