text,popularity,meaning1,meaning2
para el,6244053,"for, to (expressing a recipient)",masculine singular definite article; the
y las,6229391,letter,feminine plural definite article; the
uno de,6216721,one,letter: d
por lo,6178907,by,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
pero no,6166144,but,"abbreviation of ""noroeste""; northwest"
por qué,6139373,by,(see usage notes) what; which
sobre la,6085612,"over, above, on, upon, atop",feminine singular definite article; the
sin embargo,6069573,without,embargo
que es,6006335,that,
a una,5902772,letter,"acronym of ""Universidad Nacional de Agricultura"""
es que,5891336,,that
como si,5546301,"Como (A city and comune in capital in province of Como, Lombardy.)","A @abbrev of:Sinaloa state, Mexico"
es una,5473651,,"acronym of ""Universidad Nacional de Agricultura"""
la cabeza,5343151,feminine singular definite article; the,surname
en este,5307274,"in, at, on",this
que las,5178732,that,feminine plural definite article; the
se había,5161093,"abbreviation of ""sudeste""; southeast","smart inflection of ""haber"""
no me,5149911,"abbreviation of ""noroeste""; northwest","initialism of ""muerte encefálica"" (“brain death”)"
sobre el,5149860,"over, above, on, upon, atop",masculine singular definite article; the
parte de,5145057,part; section; portion; share; piece; bit; cut; proportion,letter: d
por los,5054609,by,"masculine plural of ""el"" (the)"
y su,5004123,letter,given name
los ojos,4951863,"masculine plural of ""el"" (the)",
se ha,4942346,"abbreviation of ""sudeste""; southeast","initialism of ""ácido hialurónico"""
de mi,4854169,letter: d,"apocopic form of ""mío"", my"
con las,4830113,with,feminine plural definite article; the
con su,4818755,with,given name
todo el,4768106,all; every,masculine singular definite article; the
se le,4696622,"abbreviation of ""sudeste""; southeast","to him, for him; inflection of ""él"""
la puerta,4659195,feminine singular definite article; the,surname
todas las,4643832,,feminine plural definite article; the
a través,4572244,letter,"bend, turn"
no lo,4535282,"abbreviation of ""noroeste""; northwest","inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
de este,4494844,letter: d,this
como un,4485805,"Como (A city and comune in capital in province of Como, Lombardy.)",an; a
a lo,4404337,letter,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
por su,4377995,by,given name
más que,4367996,more; -er (used to make comparisons),that
una de,4360565,"acronym of ""Universidad Nacional de Agricultura""",letter: d
a sus,4354432,letter,"plural of ""su""; one's, his, her, its, their (with plural possessee)"
el mundo,4221543,masculine singular definite article; the,"world, earth (human collective existence)"
la mano,4197050,feminine singular definite article; the,hand
un poco,4136757,an; a,"little, not much"
como el,4121160,"Como (A city and comune in capital in province of Como, Lombardy.)",masculine singular definite article; the
y lo,4112687,letter,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
de esta,4109784,letter: d,"alternative spelling of ""ésta"" (“this one”)"
que te,4091124,that,letter: t
que nos,4036113,that,"inflection of ""nosotros"": to us, for us"
en sus,4004481,"in, at, on","plural of ""su""; one's, his, her, its, their (with plural possessee)"
y me,3969728,letter,"initialism of ""muerte encefálica"" (“brain death”)"
y por,3966998,letter,by
por un,3960135,by,an; a
si no,3952109,"A @abbrev of:Sinaloa state, Mexico","abbreviation of ""noroeste""; northwest"
y con,3950774,letter,with
entre los,3938710,between,"masculine plural of ""el"" (the)"
como la,3930747,"Como (A city and comune in capital in province of Como, Lombardy.)",feminine singular definite article; the
más de,3919760,more; -er (used to make comparisons),letter: d
la misma,3884391,feminine singular definite article; the,
una vez,3876200,"acronym of ""Universidad Nacional de Agricultura""","time, instance"
por las,3796131,by,feminine plural definite article; the
y le,3773457,letter,"to him, for him; inflection of ""él"""
todo lo,3748275,all; every,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
a mi,3725885,letter,"apocopic form of ""mío"", my"
que su,3713739,that,given name
ya que,3680070,"(in the present or imperative) now, right now, (in the negative) anymore, no longer",that
tipo de,3652723,"kind, type, sort, manner",letter: d
través de,3634162,"bend, turn",letter: d
no era,3592257,"abbreviation of ""noroeste""; northwest","era, age"
las que,3580279,feminine plural definite article; the,that
hasta que,3567739,even,that
que era,3554281,that,"era, age"
no le,3543632,"abbreviation of ""noroeste""; northwest","to him, for him; inflection of ""él"""
por ejemplo,3527818,by,example
a que,3431648,letter,that
como una,3429323,"Como (A city and comune in capital in province of Como, Lombardy.)","acronym of ""Universidad Nacional de Agricultura"""
desde el,3409480,since (from a specified time in the past),masculine singular definite article; the
la primera,3399212,feminine singular definite article; the,first gear (lowest gear in a motor vehicle)
cuando se,3378861,when,"abbreviation of ""sudeste""; southeast"
que a,3370103,that,letter
no había,3334301,"abbreviation of ""noroeste""; northwest","smart inflection of ""haber"""
dentro de,3308644,inside (for space),letter: d
de ser,3303192,letter: d,to be (essentially or identified as)
la casa,3292634,feminine singular definite article; the,house
y un,3273091,letter,an; a
ya no,3255070,"(in the present or imperative) now, right now, (in the negative) anymore, no longer","abbreviation of ""noroeste""; northwest"
creo que,3254069,,that
los dos,3229147,"masculine plural of ""el"" (the)",two
punto de,3184097,"point (specific spot, location, or place)",letter: d
era un,3167741,"era, age",an; a
la ciudad,3159237,feminine singular definite article; the,city
toda la,3150516,,feminine singular definite article; the
el tiempo,3142453,masculine singular definite article; the,time
la de,3111352,feminine singular definite article; the,letter: d
así que,3109520,"like this; like that; as such; thus; so; thereby; this way, that way",that
así como,3098651,"like this; like that; as such; thus; so; thereby; this way, that way","Como (A city and comune in capital in province of Como, Lombardy.)"
no te,3091755,"abbreviation of ""noroeste""; northwest",letter: t
le había,3081444,"to him, for him; inflection of ""él""","smart inflection of ""haber"""
iba a,3077850,,letter
que estaba,3055596,that,
de nuevo,3027467,letter: d,surname
no hay,3021808,"abbreviation of ""noroeste""; northwest","alternative form of ""ahí"""
que yo,3019544,that,first-person singular pronoun in the nominative case; I
en ese,3013208,"in, at, on",letter: s
y sus,3009422,letter,"plural of ""su""; one's, his, her, its, their (with plural possessee)"
un hombre,3002940,an; a,"man, (adult male human)"
y una,2996581,letter,"acronym of ""Universidad Nacional de Agricultura"""
las cosas,2984690,feminine plural definite article; the,
el mismo,2978187,masculine singular definite article; the,same; identical; one and the same; indicates that the two compared noun clauses both represent the one thing
en mi,2975578,"in, at, on","apocopic form of ""mío"", my"
de forma,2971291,letter: d,shape; form; figure
de manera,2962742,letter: d,way; manner; method; style
la noche,2949788,feminine singular definite article; the,night (the period between sunset and sunrise)
hasta el,2902458,even,masculine singular definite article; the
de todo,2898689,letter: d,all; every
a pesar,2898233,letter,to weigh (to determine the weight of an object)
con sus,2879060,with,"plural of ""su""; one's, his, her, its, their (with plural possessee)"
el caso,2869791,masculine singular definite article; the,case (situation or fact)
o de,2846142,letter,letter: d
a partir,2838898,letter,"to divide, split"
se puede,2835204,"abbreviation of ""sudeste""; southeast",it's possible; could be
y yo,2808199,letter,first-person singular pronoun in the nominative case; I
ha sido,2805395,"initialism of ""ácido hialurónico""",
forma de,2804813,shape; form; figure,letter: d
la historia,2801966,feminine singular definite article; the,history (the aggregate of past events)
hay que,2793847,"alternative form of ""ahí""",that
para los,2779561,"for, to (expressing a recipient)","masculine plural of ""el"" (the)"
es decir,2745013,,"to say, to tell, to name, to mention"
en lo,2744756,"in, at, on","inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
y al,2717768,letter,"initialism of ""América Latina"""
caso de,2713642,case (situation or fact),letter: d
las personas,2689320,feminine plural definite article; the,
la gente,2671058,feminine singular definite article; the,people
que él,2670058,that,"he, him, masculine personal third person subject and disjunctive pronoun (used as a subject and after prepositions)"
el de,2663669,masculine singular definite article; the,letter: d
cuenta de,2659638,"count, tally",letter: d
a ser,2659152,letter,to be (essentially or identified as)
si se,2649485,"A @abbrev of:Sinaloa state, Mexico","abbreviation of ""sudeste""; southeast"
no podía,2642547,"abbreviation of ""noroeste""; northwest",
en cuanto,2640618,"in, at, on","whatever quantity, as much, however much"
pesar de,2640372,to weigh (to determine the weight of an object),letter: d
va a,2636277,okay,letter
se lo,2634652,"abbreviation of ""sudeste""; southeast","inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
sobre todo,2619830,"over, above, on, upon, atop",all; every
vez que,2619155,"time, instance",that
de él,2608404,letter: d,"he, him, masculine personal third person subject and disjunctive pronoun (used as a subject and after prepositions)"
de ellos,2608094,letter: d,"plural of ""él"" (“they, them”)"
a mí,2605294,letter,me; (declined form of yo used as the object of a preposition)
de Dios,2602783,letter: d,God
por una,2602484,by,"acronym of ""Universidad Nacional de Agricultura"""
había sido,2597446,"smart inflection of ""haber""",
las manos,2588198,feminine plural definite article; the,
hacia el,2573760,"toward, towards",masculine singular definite article; the
de ella,2573156,letter: d,"she, her (used subjectively and after prepositions)"
tal vez,2563391,such,"time, instance"
el hombre,2548186,masculine singular definite article; the,"man, (adult male human)"
por eso,2522746,by,"acronym of ""Educación Secundaria Obligatoria"" (“the Spanish secondary education system that aims to prepare students between the ages of 11 and 16 for their next studies or the world of work.”)"
que un,2517745,that,an; a
los demás,2517481,"masculine plural of ""el"" (the)","other, remaining"
era una,2513395,"era, age","acronym of ""Universidad Nacional de Agricultura"""
el día,2510677,masculine singular definite article; the,day (any period of 24 hours)
es lo,2496361,,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
que ha,2483706,that,"initialism of ""ácido hialurónico"""
el momento,2481154,masculine singular definite article; the,"moment, instant"
de acuerdo,2471037,letter: d,agreement
frente a,2449094,"forehead, brow",letter
en esta,2438758,"in, at, on","alternative spelling of ""ésta"" (“this one”)"
cada vez,2437413,each; every,"time, instance"
era el,2425055,"era, age",masculine singular definite article; the
que ya,2415872,that,"(in the present or imperative) now, right now, (in the negative) anymore, no longer"
la muerte,2405800,feminine singular definite article; the,death (the cessation of life)
los hombres,2395389,"masculine plural of ""el"" (the)",
a veces,2390781,letter,"by, times (multiplication)"
partir de,2386847,"to divide, split",letter: d
con él,2384715,with,"he, him, masculine personal third person subject and disjunctive pronoun (used as a subject and after prepositions)"
su vida,2382326,given name,life
del mundo,2372219,"of the, from the (+ a masculine noun in singular)","world, earth (human collective existence)"
al menos,2370169,"initialism of ""América Latina""",less
desde la,2335664,since (from a specified time in the past),feminine singular definite article; the
se trata,2330908,"abbreviation of ""sudeste""; southeast","trafficking, trade, slave trade"
puede ser,2329253,it's possible; could be,to be (essentially or identified as)
entre las,2326742,between,feminine plural definite article; the
voy a,2316470,,letter
la mujer,2312734,feminine singular definite article; the,woman
junto a,2287697,together,letter
que tenía,2254590,that,
de todos,2253843,letter: d,
algo que,2229132,"something, anything",that
la mayoría,2217553,feminine singular definite article; the,majority
su padre,2211164,given name,Father (a title for a Latin Catholic priest and also God the Father)
sino que,2191666,"destiny, fate, lot",that
hacia la,2182631,"toward, towards",feminine singular definite article; the
la verdad,2180945,feminine singular definite article; the,truth
de trabajo,2154128,letter: d,"work, job"
las mujeres,2152432,feminine plural definite article; the,surname
era la,2144971,"era, age",feminine singular definite article; the
trata de,2116631,"trafficking, trade, slave trade",letter: d
y luego,2108834,letter,then (afterward)
que ella,2103684,that,"she, her (used subjectively and after prepositions)"
lo mismo,2100349,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that",same; identical; one and the same; indicates that the two compared noun clauses both represent the one thing
se han,2092810,"abbreviation of ""sudeste""; southeast",
medio de,2085760,half (of or related to one of two equal divisions of a whole),letter: d
y del,2085095,letter,"of the, from the (+ a masculine noun in singular)"
no sé,2074056,"abbreviation of ""noroeste""; northwest","smart inflection of ""saber"""
el primer,2059336,masculine singular definite article; the,"apocopic form of ""primero"" (first)"
yo no,2058755,first-person singular pronoun in the nominative case; I,"abbreviation of ""noroeste""; northwest"
número de,2034345,number (counting),letter: d
que una,2031481,that,"acronym of ""Universidad Nacional de Agricultura"""
la luz,2029303,feminine singular definite article; the,given name
la tierra,2019961,feminine singular definite article; the,"alternative case form of ""tierra"" (“Earth”)"
que está,2018297,that,
al que,2015500,"initialism of ""América Latina""",that
le dijo,2015300,"to him, for him; inflection of ""él""",
su madre,2001027,given name,mother
un momento,1998200,an; a,"moment, instant"
cada uno,1995285,each; every,one
como en,1991959,"Como (A city and comune in capital in province of Como, Lombardy.)","in, at, on"
ni siquiera,1973673,"Used when negating two or more elements, and not, not A or B, not A nor B, neither A nor B","at least, at the least"
en realidad,1972096,"in, at, on",reality
y si,1964297,letter,"A @abbrev of:Sinaloa state, Mexico"
llegar a,1963662,"to arrive, get (to)",letter
hasta la,1963615,even,feminine singular definite article; the
la sociedad,1961823,feminine singular definite article; the,(a town in Morazán department of El Salvador)
lo más,1959362,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that",more; -er (used to make comparisons)
mucho más,1958423,"much, a lot of",more; -er (used to make comparisons)
a él,1954435,letter,"he, him, masculine personal third person subject and disjunctive pronoun (used as a subject and after prepositions)"
fin de,1954138,end,letter: d
cuando el,1953847,when,masculine singular definite article; the
una mujer,1945111,"acronym of ""Universidad Nacional de Agricultura""",woman
mayoría de,1942879,majority,letter: d
sabía que,1940725,,that
sobre los,1918264,"over, above, on, upon, atop","masculine plural of ""el"" (the)"
la idea,1917886,feminine singular definite article; the,idea
no puede,1909433,"abbreviation of ""noroeste""; northwest",it's possible; could be
de cada,1903231,letter: d,each; every
la mirada,1886613,feminine singular definite article; the,"look, glance"
volvió a,1878835,,letter
tenía que,1877352,,that
de ese,1875753,letter: d,letter: s
la parte,1871971,feminine singular definite article; the,part; section; portion; share; piece; bit; cut; proportion
los niños,1871145,"masculine plural of ""el"" (the)",
si el,1863331,"A @abbrev of:Sinaloa state, Mexico",masculine singular definite article; the
idea de,1860171,idea,letter: d
no tenía,1846474,"abbreviation of ""noroeste""; northwest",
la cama,1845295,feminine singular definite article; the,bed
la cara,1841130,feminine singular definite article; the,face (the front part of the head)
en cuenta,1838479,"in, at, on","count, tally"
Estados Unidos,1833985,,
la mesa,1832987,feminine singular definite article; the,table
entre el,1828482,between,masculine singular definite article; the
casa de,1828417,house,letter: d
de tu,1827865,letter: d,"initialism of ""Tren Urbano"", the metro system used in San Juan, Puerto Rico"
a todos,1827304,letter,
la forma,1824987,feminine singular definite article; the,shape; form; figure
capaz de,1822665,"able, capable",letter: d
donde se,1815377,"where, in what place","abbreviation of ""sudeste""; southeast"
parte del,1814504,part; section; portion; share; piece; bit; cut; proportion,"of the, from the (+ a masculine noun in singular)"
durante el,1814418,"during, in, over",masculine singular definite article; the
proceso de,1813799,process,letter: d
o la,1811262,letter,feminine singular definite article; the
en todo,1806932,"in, at, on",all; every
la guerra,1799866,feminine singular definite article; the,surname
vez más,1793594,"time, instance",more; -er (used to make comparisons)
que les,1789902,that,"inflection of ""ellos,ellas""; to them, for them"
o no,1787913,letter,"abbreviation of ""noroeste""; northwest"
hecho de,1787017,"done, completed",letter: d
es muy,1783705,,"apocopic form of ""mucho""; very"
con ella,1782451,with,"she, her (used subjectively and after prepositions)"
si la,1780721,"A @abbrev of:Sinaloa state, Mexico",feminine singular definite article; the
la calle,1770803,feminine singular definite article; the,surname
la situación,1759630,feminine singular definite article; the,"situation, scenario, picture"
es de,1758759,,letter: d
la familia,1757477,feminine singular definite article; the,family (group of people related to each other)
las dos,1753989,feminine plural definite article; the,two
que son,1746063,that,tone (pleasant sound)
lugar de,1740889,place,letter: d
otra vez,1734338,,"time, instance"
mientras que,1732980,meanwhile,that
estado de,1731464,state (any sovereign polity),letter: d
volver a,1728390,"to return, to revert, to get back",letter
que tiene,1728242,that,
muy bien,1727735,"apocopic form of ""mucho""; very",well (adverbial form of bueno)
lo cual,1726599,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that","like, as, in the manner of"
del siglo,1719827,"of the, from the (+ a masculine noun in singular)",century
el suelo,1715208,masculine singular definite article; the,"dirt, earth, ground, soil"
cuando la,1715045,when,feminine singular definite article; the
de esa,1710628,letter: d,"alternative spelling of ""ésa"""
sus ojos,1701222,"plural of ""su""; one's, his, her, its, their (with plural possessee)",
la boca,1694196,feminine singular definite article; the,"mouth, oral cavity"
pero la,1692996,but,feminine singular definite article; the
al final,1692526,"initialism of ""América Latina""","final (last, ultimate)"
durante la,1686738,"during, in, over",feminine singular definite article; the
por tanto,1685369,by,so much; as much; that much
de vida,1683169,letter: d,life
que si,1674210,that,"A @abbrev of:Sinaloa state, Mexico"
entre la,1669221,between,feminine singular definite article; the
el trabajo,1668889,masculine singular definite article; the,"work, job"
el proceso,1666769,masculine singular definite article; the,process
el resto,1665309,masculine singular definite article; the,"rest, remainder"
la información,1661705,feminine singular definite article; the,"information, data"
el cuerpo,1660659,masculine singular definite article; the,body (the physical structure of a human or animal)
a ella,1658684,letter,"she, her (used subjectively and after prepositions)"
decir que,1658549,"to say, to tell, to name, to mention",that
de estos,1656978,letter: d,"alternative spelling of ""éstos"" (“these ones”)"
igual que,1652441,"equal, same",that
los años,1651514,"masculine plural of ""el"" (the)",
pero el,1650170,but,masculine singular definite article; the
la cual,1649710,feminine singular definite article; the,"like, as, in the manner of"
lo largo,1644898,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that",surname
la empresa,1644629,feminine singular definite article; the,company
que de,1643088,that,letter: d
además de,1640790,"in addition, moreover, furthermore, further, also, additionally",letter: d
a ver,1640077,letter,"to see, to spot"
de hecho,1639523,letter: d,"done, completed"
el otro,1639360,masculine singular definite article; the,"other, another"
y como,1636106,letter,"Como (A city and comune in capital in province of Como, Lombardy.)"
que por,1635680,that,by
es más,1629487,,more; -er (used to make comparisons)
o en,1628840,letter,"in, at, on"
lo había,1623105,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that","smart inflection of ""haber"""
que hay,1621517,that,"alternative form of ""ahí"""
la voz,1620564,feminine singular definite article; the,voice
necesidad de,1611405,need,letter: d
como los,1610899,"Como (A city and comune in capital in province of Como, Lombardy.)","masculine plural of ""el"" (the)"
el amor,1608353,masculine singular definite article; the,surname
al mismo,1606631,"initialism of ""América Latina""",same; identical; one and the same; indicates that the two compared noun clauses both represent the one thing
es posible,1601683,,possible
son los,1599902,tone (pleasant sound),"masculine plural of ""el"" (the)"
que sea,1598469,that,
tiempo que,1598259,time,that
esto es,1596915,"neuter singular of ""éste""",
y es,1595698,letter,
la mañana,1594157,feminine singular definite article; the,tomorrow
sobre las,1592518,"over, above, on, upon, atop",feminine plural definite article; the
la Ley,1590774,feminine singular definite article; the,law (a well-established characteristic of nature)
otro lado,1585931,"other, another",side
de mí,1583847,letter: d,me; (declined form of yo used as the object of a preposition)
no tiene,1580208,"abbreviation of ""noroeste""; northwest",
tiene que,1579927,,that
se me,1578696,"abbreviation of ""sudeste""; southeast","initialism of ""muerte encefálica"" (“brain death”)"
el camino,1576081,masculine singular definite article; the,"way, route"
un día,1566039,an; a,day (any period of 24 hours)
la realidad,1565849,feminine singular definite article; the,reality
y para,1565227,letter,"for, to (expressing a recipient)"
por supuesto,1561887,by,"supposed, self-styled, alleged"
más tarde,1558303,more; -er (used to make comparisons),late (after a specified deadline)
y sin,1555924,letter,without
está en,1554826,,"in, at, on"
una gran,1554270,"acronym of ""Universidad Nacional de Agricultura""","apocopic form of ""grande""; great, grand"
un buen,1548014,an; a,"apocopic form of ""bueno"" (“good, fine”)"
mi padre,1547842,"apocopic form of ""mío"", my",Father (a title for a Latin Catholic priest and also God the Father)
la persona,1544656,feminine singular definite article; the,person (an individual; usually a human being)
el hecho,1536495,masculine singular definite article; the,"done, completed"
ese momento,1535537,letter: s,"moment, instant"
para su,1535512,"for, to (expressing a recipient)",given name
más allá,1520375,more; -er (used to make comparisons),"there, over there, thither, yonder (in a direction away from the speaker and the listener)"
dijo que,1519795,,that
se encuentra,1519719,"abbreviation of ""sudeste""; southeast",
como se,1515097,"Como (A city and comune in capital in province of Como, Lombardy.)","abbreviation of ""sudeste""; southeast"
eso es,1514487,"acronym of ""Educación Secundaria Obligatoria"" (“the Spanish secondary education system that aims to prepare students between the ages of 11 and 16 for their next studies or the world of work.”)",
pero en,1512841,but,"in, at, on"
o el,1511549,letter,masculine singular definite article; the
de modo,1507987,letter: d,"way, manner"
y más,1505728,letter,more; -er (used to make comparisons)
el nombre,1503559,masculine singular definite article; the,name
los de,1503165,"masculine plural of ""el"" (the)",letter: d
estaba en,1502433,,"in, at, on"
grupo de,1500491,group,letter: d
a hacer,1500081,letter,"to do, perform, execute, carry out"
la ley,1498721,feminine singular definite article; the,law (a well-established characteristic of nature)
a cabo,1498215,letter,"end, edge, extremity (furthest or terminal point of something)"
una persona,1497691,"acronym of ""Universidad Nacional de Agricultura""",person (an individual; usually a human being)
vamos a,1493990,let's go!,letter
de dos,1491363,letter: d,two
no puedo,1489417,"abbreviation of ""noroeste""; northwest",
relación con,1488009,relation,with
no obstante,1487739,"abbreviation of ""noroeste""; northwest",hindering
falta de,1484000,"lack, shortage",letter: d
el cual,1483470,masculine singular definite article; the,"like, as, in the manner of"
fuera de,1483246,outside,letter: d
primera vez,1482584,first gear (lowest gear in a motor vehicle),"time, instance"
empezó a,1479311,,letter
el corazón,1477362,masculine singular definite article; the,heart (organ of the body)
posibilidad de,1476589,possibility,letter: d
no son,1476236,"abbreviation of ""noroeste""; northwest",tone (pleasant sound)
con lo,1474838,with,"inflection of ""él"" and usted (when referring to a man), and a variant of ello in many constructions; him, you (formal), it, that"
me ha,1473504,"initialism of ""muerte encefálica"" (“brain death”)","initialism of ""ácido hialurónico"""
sistema de,1471440,system,letter: d
a casa,1467816,letter,house
historia de,1464104,history (the aggregate of past events),letter: d
las palabras,1461120,feminine plural definite article; the,"plural of ""palabra"" (“words”)"
par de,1460993,even (divisible by two),letter: d
un gran,1458370,an; a,"apocopic form of ""grande""; great, grand"
la naturaleza,1457441,feminine singular definite article; the,nature
la vista,1456970,feminine singular definite article; the,"sight, vision, eyesight (the ability to see)"
el desarrollo,1456861,masculine singular definite article; the,development
cerca de,1451726,"close, near, around, about, nearly, nigh (referring to quantity or time-related)",letter: d
de no,1450324,letter: d,"abbreviation of ""noroeste""; northwest"
que han,1450252,that,
la otra,1449662,feminine singular definite article; the,
del Estado,1448754,"of the, from the (+ a masculine noun in singular)",state (any sovereign polity)
no estaba,1447651,"abbreviation of ""noroeste""; northwest",
no sólo,1447166,"abbreviation of ""noroeste""; northwest","superseded spelling of ""solo"""
ir a,1444297,to go (away from speaker and listener),letter
porque no,1440760,because,"abbreviation of ""noroeste""; northwest"
ella se,1439880,"she, her (used subjectively and after prepositions)","abbreviation of ""sudeste""; southeast"
y otros,1435803,letter,"masculine plural of ""otro"""
mi madre,1423583,"apocopic form of ""mío"", my",mother
el sistema,1419916,masculine singular definite article; the,system
debido a,1418764,owed,letter
y cuando,1416000,letter,when
años de,1414310,,letter: d
que nunca,1412625,that,never
la hora,1407408,feminine singular definite article; the,hour (a time period of sixty minutes)
contra la,1405700,"against, versus",feminine singular definite article; the
la palabra,1404373,feminine singular definite article; the,word
hora de,1399733,hour (a time period of sixty minutes),letter: d
del mismo,1399573,"of the, from the (+ a masculine noun in singular)",same; identical; one and the same; indicates that the two compared noun clauses both represent the one thing
en ella,1396668,"in, at, on","she, her (used subjectively and after prepositions)"
un lado,1395778,an; a,side
a tu,1395390,letter,"initialism of ""Tren Urbano"", the metro system used in San Juan, Puerto Rico"
en él,1394649,"in, at, on","he, him, masculine personal third person subject and disjunctive pronoun (used as a subject and after prepositions)"
se quedó,1393856,"abbreviation of ""sudeste""; southeast",
acerca de,1389691,adjacent,letter: d
modo que,1387553,"way, manner",that
el punto,1387209,masculine singular definite article; the,"point (specific spot, location, or place)"
también se,1384032,"also, too, as well","abbreviation of ""sudeste""; southeast"
los derechos,1383964,"masculine plural of ""el"" (the)",
sin duda,1383046,without,doubt
de todas,1382273,letter: d,
que habían,1381869,that,
la habitación,1381355,feminine singular definite article; the,room (separate part of a building)
no la,1378557,"abbreviation of ""noroeste""; northwest",feminine singular definite article; the
ante la,1377038,"in front of, before",feminine singular definite article; the
la población,1374239,feminine singular definite article; the,"population (of a geographical region, a country, etc.)"
gracias a,1373989,a colonial town in the Lempira department of Honduras,letter
y también,1373705,letter,"also, too, as well"
como para,1373596,"Como (A city and comune in capital in province of Como, Lombardy.)","for, to (expressing a recipient)"
un par,1371699,an; a,even (divisible by two)
aunque no,1367805,"though, although, even though, albeit","abbreviation of ""noroeste""; northwest"
resto de,1363317,"rest, remainder",letter: d
claro que,1360030,given name,that
su cuerpo,1359665,given name,body (the physical structure of a human or animal)
